Info,UF,Município,Metro/Interior,Ano_Semana,CasosAcumulados,CasosNovos,ObitosAcumulados,ObitosNovos
COVID19Casos,MG,Rio Vermelho,Interior,5/2024,1251,0,10,0
COVID19Casos,MG,Ritápolis,Interior,5/2024,1100,2,15,0
COVID19Casos,MG,Rochedo de Minas,Interior,5/2024,304,0,4,0
COVID19Casos,MG,Rodeiro,Interior,5/2024,1653,0,21,0
COVID19Casos,MG,Romaria,Interior,5/2024,2130,0,12,0
COVID19Casos,MG,Rosário da Limeira,Interior,5/2024,429,0,8,0
COVID19Casos,MG,Rubelita,Interior,5/2024,667,0,4,0
COVID19Casos,MG,Rubim,Interior,5/2024,2244,0,27,0
COVID19Casos,MG,Sabará,Reg. Metropolitana,5/2024,15849,3,283,1
COVID19Casos,MG,Sabinópolis,Interior,5/2024,1623,0,27,0
COVID19Casos,MG,Sacramento,Interior,5/2024,10610,7,93,0
COVID19Casos,MG,Salinas,Interior,5/2024,6494,0,65,0
COVID19Casos,MG,Salto da Divisa,Interior,5/2024,985,4,21,0
COVID19Casos,MG,Santa Bárbara,Interior,5/2024,8025,7,62,0
COVID19Casos,MG,Santa Bárbara do Leste,Interior,5/2024,988,0,33,0
COVID19Casos,MG,Santa Bárbara do Monte Verde,Interior,5/2024,596,0,13,0
COVID19Casos,MG,Santa Bárbara do Tugúrio,Interior,5/2024,545,0,8,0
COVID19Casos,MG,Santa Cruz de Minas,Interior,5/2024,2517,0,25,0
COVID19Casos,MG,Santa Cruz de Salinas,Interior,5/2024,292,0,3,0
COVID19Casos,MG,Santa Cruz do Escalvado,Interior,5/2024,772,0,9,0
COVID19Casos,MG,Santa Efigênia de Minas,Interior,5/2024,990,0,12,0
COVID19Casos,MG,Santa Fé de Minas,Interior,5/2024,403,0,4,0
COVID19Casos,MG,Santa Helena de Minas,Interior,5/2024,1299,0,7,0
COVID19Casos,MG,Santa Juliana,Interior,5/2024,1935,1,53,0
COVID19Casos,MG,Santa Luzia,Reg. Metropolitana,5/2024,15162,19,600,0
COVID19Casos,MG,Santa Margarida,Interior,5/2024,1639,0,43,0
COVID19Casos,MG,Santa Maria de Itabira,Interior,5/2024,2044,0,45,0
COVID19Casos,MG,Santa Maria do Salto,Interior,5/2024,1110,60,20,0
COVID19Casos,MG,Santa Maria do Suaçuí,Interior,5/2024,1486,0,32,0
COVID19Casos,MG,Santa Rita de Caldas,Interior,5/2024,2042,0,38,0
COVID19Casos,MG,Santa Rita de Ibitipoca,Interior,5/2024,632,0,4,0
COVID19Casos,MG,Santa Rita de Jacutinga,Interior,5/2024,1395,0,13,0
COVID19Casos,MG,Santa Rita de Minas,Interior,5/2024,1050,0,17,0
COVID19Casos,MG,Santa Rita do Itueto,Interior,5/2024,1363,0,17,0
COVID19Casos,MG,Santa Rita do Sapucaí,Interior,5/2024,8793,2,94,0
COVID19Casos,MG,Santa Rosa da Serra,Interior,5/2024,1217,0,6,0
COVID19Casos,MG,Santa Vitória,Interior,5/2024,8802,4,76,0
COVID19Casos,MG,Santana da Vargem,Interior,5/2024,1417,0,14,0
COVID19Casos,MG,Santana de Cataguases,Interior,5/2024,1771,0,9,0
COVID19Casos,MG,Santana de Pirapama,Interior,5/2024,988,0,22,0
COVID19Casos,MG,Santana do Deserto,Interior,5/2024,757,0,18,0
COVID19Casos,MG,Santana do Garambéu,Interior,5/2024,320,0,5,0
COVID19Casos,MG,Santana do Jacaré,Interior,5/2024,1215,0,11,0
COVID19Casos,MG,Santana do Manhuaçu,Interior,5/2024,1724,0,19,0
COVID19Casos,MG,Santana do Paraíso,Interior,5/2024,7996,2,126,0
COVID19Casos,MG,Santana do Riacho,Interior,5/2024,1192,0,7,0
COVID19Casos,MG,Santana dos Montes,Interior,5/2024,309,0,0,0
COVID19Casos,MG,Santo Antônio do Amparo,Interior,5/2024,2490,0,23,0
COVID19Casos,MG,Santo Antônio do Aventureiro,Interior,5/2024,1359,0,21,0
COVID19Casos,MG,Santo Antônio do Grama,Interior,5/2024,843,0,10,0
COVID19Casos,MG,Santo Antônio do Itambé,Interior,5/2024,470,1,1,0
COVID19Casos,MG,Santo Antônio do Jacinto,Interior,5/2024,1564,1,15,0
COVID19Casos,MG,Santo Antônio do Monte,Interior,5/2024,7585,6,99,0
COVID19Casos,MG,Santo Antônio do Retiro,Interior,5/2024,592,0,1,0
COVID19Casos,MG,Santo Antônio do Rio Abaixo,Interior,5/2024,136,0,5,0
COVID19Casos,MG,Santo Hipólito,Interior,5/2024,448,0,7,0
COVID19Casos,MG,Santos Dumont,Interior,5/2024,8129,0,160,0
COVID19Casos,MG,São Bento Abade,Interior,5/2024,871,0,10,0
COVID19Casos,MG,São Brás do Suaçuí,Interior,5/2024,975,0,9,0
COVID19Casos,MG,São Domingos das Dores,Interior,5/2024,1069,0,13,0
COVID19Casos,MG,São Domingos do Prata,Interior,5/2024,3411,0,28,0
COVID19Casos,MG,São Félix de Minas,Interior,5/2024,434,6,8,0
COVID19Casos,MG,São Francisco,Interior,5/2024,3563,0,85,0
COVID19Casos,MG,São Francisco de Paula,Interior,5/2024,1171,0,15,0
COVID19Casos,MG,São Francisco de Sales,Interior,5/2024,1723,7,38,0
COVID19Casos,MG,São Francisco do Glória,Interior,5/2024,772,0,10,0
COVID19Casos,MG,São Geraldo,Interior,5/2024,1106,1,31,0
COVID19Casos,MG,São Geraldo da Piedade,Interior,5/2024,604,0,16,0
COVID19Casos,MG,São Geraldo do Baixio,Interior,5/2024,495,0,7,0
COVID19Casos,MG,São Gonçalo do Abaeté,Interior,5/2024,1268,0,18,0
COVID19Casos,MG,São Gonçalo do Pará,Interior,5/2024,610,7,31,0
COVID19Casos,MG,São Gonçalo do Rio Abaixo,Interior,5/2024,3039,0,32,0
COVID19Casos,MG,São Gonçalo do Rio Preto,Interior,5/2024,757,0,5,0
COVID19Casos,MG,São Gonçalo do Sapucaí,Interior,5/2024,6325,1,79,0
COVID19Casos,MG,São Gotardo,Interior,5/2024,9059,5,107,0
COVID19Casos,MG,São João Batista do Glória,Interior,5/2024,2531,15,35,0
COVID19Casos,MG,São João da Lagoa,Interior,5/2024,661,0,5,0
COVID19Casos,MG,São João da Mata,Interior,5/2024,993,0,12,0
COVID19Casos,MG,São João da Ponte,Interior,5/2024,744,0,31,0
COVID19Casos,MG,São João das Missões,Interior,5/2024,520,0,8,0
COVID19Casos,MG,São João del Rei,Interior,5/2024,21206,5,269,0
COVID19Casos,MG,São João do Manhuaçu,Interior,5/2024,1309,0,33,0
COVID19Casos,MG,São João do Manteninha,Interior,5/2024,1093,9,18,0
COVID19Casos,MG,São João do Oriente,Interior,5/2024,1299,0,36,0
COVID19Casos,MG,São João do Pacuí,Interior,5/2024,244,3,3,0
COVID19Casos,MG,São João do Paraíso,Interior,5/2024,2988,1,27,0
COVID19Casos,MG,São João Evangelista,Interior,5/2024,1872,0,27,0
COVID19Casos,MG,São João Nepomuceno,Interior,5/2024,4859,0,57,0
COVID19Casos,MG,São Joaquim de Bicas,Reg. Metropolitana,5/2024,3018,0,123,0
COVID19Casos,MG,São José da Barra,Interior,5/2024,1969,1,20,0
COVID19Casos,MG,São José da Lapa,Reg. Metropolitana,5/2024,5351,4,47,0
COVID19Casos,MG,São José da Safira,Interior,5/2024,573,0,14,0
COVID19Casos,MG,São José da Varginha,Interior,5/2024,364,0,1,0
COVID19Casos,MG,São José do Alegre,Interior,5/2024,571,1,9,0
COVID19Casos,MG,São José do Divino,Interior,5/2024,402,0,4,0
COVID19Casos,MG,São José do Goiabal,Interior,5/2024,952,0,19,0
COVID19Casos,MG,São José do Jacuri,Interior,5/2024,793,0,4,0
COVID19Casos,MG,São José do Mantimento,Interior,5/2024,348,0,3,0
COVID19Casos,MG,São Lourenço,Interior,5/2024,17361,40,187,0
COVID19Casos,MG,São Miguel do Anta,Interior,5/2024,1189,0,15,0
COVID19Casos,MG,São Pedro da União,Interior,5/2024,980,0,11,0
COVID19Casos,MG,São Pedro do Suaçuí,Interior,5/2024,560,0,13,0
COVID19Casos,MG,São Pedro dos Ferros,Interior,5/2024,884,0,16,0
COVID19Casos,MG,São Romão,Interior,5/2024,928,0,8,0
COVID19Casos,MG,São Roque de Minas,Interior,5/2024,1969,0,22,0
COVID19Casos,MG,São Sebastião da Bela Vista,Interior,5/2024,1277,0,16,0
COVID19Casos,MG,São Sebastião da Vargem Alegre,Interior,5/2024,400,0,6,0
COVID19Casos,MG,São Sebastião do Anta,Interior,5/2024,697,1,15,0
COVID19Casos,MG,São Sebastião do Maranhão,Interior,5/2024,1004,0,5,0
COVID19Casos,MG,São Sebastião do Oeste,Interior,5/2024,983,7,18,0
COVID19Casos,MG,São Sebastião do Paraíso,Interior,5/2024,15903,25,340,1
COVID19Casos,MG,São Sebastião do Rio Preto,Interior,5/2024,256,0,2,0
COVID19Casos,MG,São Sebastião do Rio Verde,Interior,5/2024,659,0,4,0
COVID19Casos,MG,São Tiago,Interior,5/2024,2450,0,19,0
COVID19Casos,MG,São Tomás de Aquino,Interior,5/2024,1533,3,33,0
COVID19Casos,MG,São Tomé das Letras,Interior,5/2024,1552,0,10,0
COVID19Casos,MG,São Vicente de Minas,Interior,5/2024,990,0,12,0
COVID19Casos,MG,Sapucaí-Mirim,Interior,5/2024,2102,1,7,0
COVID19Casos,MG,Sardoá,Interior,5/2024,1065,0,12,0
COVID19Casos,MG,Sarzedo,Reg. Metropolitana,5/2024,4667,2,85,0
COVID19Casos,MG,Sem-Peixe,Interior,5/2024,310,7,7,0
COVID19Casos,MG,Senador Amaral,Interior,5/2024,1768,0,11,0
COVID19Casos,MG,Senador Cortes,Interior,5/2024,689,0,5,0
COVID19Casos,MG,Senador Firmino,Interior,5/2024,2007,4,14,0
COVID19Casos,MG,Senador José Bento,Interior,5/2024,463,0,6,0
COVID19Casos,MG,Senador Modestino Gonçalves,Interior,5/2024,540,0,8,0
COVID19Casos,MG,Senhora de Oliveira,Interior,5/2024,708,0,10,0
COVID19Casos,MG,Senhora do Porto,Interior,5/2024,433,0,2,0
COVID19Casos,MG,Senhora dos Remédios,Interior,5/2024,1029,0,18,0
COVID19Casos,MG,Sericita,Interior,5/2024,1114,0,6,0
COVID19Casos,MG,Seritinga,Interior,5/2024,414,0,4,0
COVID19Casos,MG,Serra Azul de Minas,Interior,5/2024,320,1,0,0
COVID19Casos,MG,Serra da Saudade,Interior,5/2024,174,0,0,0
COVID19Casos,MG,Serra do Salitre,Interior,5/2024,3040,2,47,0
COVID19Casos,MG,Serra dos Aimorés,Interior,5/2024,881,0,12,0
COVID19Casos,MG,Serrania,Interior,5/2024,1542,0,27,0
COVID19Casos,MG,Serranópolis de Minas,Interior,5/2024,432,0,2,0
COVID19Casos,MG,Serranos,Interior,5/2024,364,0,1,0
COVID19Casos,MG,Serro,Interior,5/2024,2332,0,24,0
COVID19Casos,MG,Sete Lagoas,Interior,5/2024,48818,24,728,0
COVID19Casos,MG,Setubinha,Interior,5/2024,839,0,6,0
COVID19Casos,MG,Silveirânia,Interior,5/2024,276,0,3,0
COVID19Casos,MG,Silvianópolis,Interior,5/2024,1180,0,13,0
COVID19Casos,MG,Simão Pereira,Interior,5/2024,539,14,13,0
COVID19Casos,MG,Simonésia,Interior,5/2024,2877,1,50,0
COVID19Casos,MG,Sobrália,Interior,5/2024,682,0,24,0
COVID19Casos,MG,Soledade de Minas,Interior,5/2024,1244,0,11,0
COVID19Casos,MG,Tabuleiro,Interior,5/2024,652,0,15,0
COVID19Casos,MG,Taiobeiras,Interior,5/2024,5889,0,46,0
COVID19Casos,MG,Taparuba,Interior,5/2024,1082,0,11,0
COVID19Casos,MG,Tapira,Interior,5/2024,1216,0,9,0
COVID19Casos,MG,Tapiraí,Interior,5/2024,84,0,4,0
COVID19Casos,MG,Taquaraçu de Minas,Reg. Metropolitana,5/2024,650,1,10,0
COVID19Casos,MG,Tarumirim,Interior,5/2024,616,0,52,0
COVID19Casos,MG,Teixeiras,Interior,5/2024,2377,0,34,0
COVID19Casos,MG,Teófilo Otoni,Interior,5/2024,20432,0,382,0
COVID19Casos,MG,Timóteo,Interior,5/2024,18234,0,368,0
COVID19Casos,MG,Tiradentes,Interior,5/2024,2387,1,24,0
COVID19Casos,MG,Tiros,Interior,5/2024,1290,0,18,0
COVID19Casos,MG,Tocantins,Interior,5/2024,2767,1,60,0
COVID19Casos,MG,Tocos do Moji,Interior,5/2024,1580,0,10,0
COVID19Casos,MG,Toledo,Interior,5/2024,1646,2,34,0
COVID19Casos,MG,Tombos,Interior,5/2024,1522,0,22,0
COVID19Casos,MG,Três Corações,Interior,5/2024,22234,2,316,0
COVID19Casos,MG,Três Marias,Interior,5/2024,6222,0,91,0
COVID19Casos,MG,Três Pontas,Interior,5/2024,13137,3,191,0
COVID19Casos,MG,Tumiritinga,Interior,5/2024,1065,0,22,0
COVID19Casos,MG,Tupaciguara,Interior,5/2024,6184,3,139,0
COVID19Casos,MG,Turmalina,Interior,5/2024,4250,0,29,0
COVID19Casos,MG,Turvolândia,Interior,5/2024,1886,0,17,0
COVID19Casos,MG,Ubá,Interior,5/2024,28415,6,383,0
COVID19Casos,MG,Ubaí,Interior,5/2024,1166,0,2,0
COVID19Casos,MG,Ubaporanga,Interior,5/2024,2199,0,45,0
COVID19Casos,MG,Uberaba,Interior,5/2024,109392,90,1681,0
COVID19Casos,MG,Uberlândia,Interior,5/2024,240542,213,3598,4
COVID19Casos,MG,Umburatiba,Interior,5/2024,303,0,4,0
COVID19Casos,MG,Unaí,Interior,5/2024,24998,28,325,0
COVID19Casos,MG,União de Minas,Interior,5/2024,784,0,11,0
COVID19Casos,MG,Uruana de Minas,Interior,5/2024,830,0,7,0
COVID19Casos,MG,Urucânia,Interior,5/2024,1459,1,33,0
COVID19Casos,MG,Urucuia,Interior,5/2024,996,0,8,0
COVID19Casos,MG,Vargem Alegre,Interior,5/2024,587,0,19,0
COVID19Casos,MG,Vargem Bonita,Interior,5/2024,622,0,4,0
COVID19Casos,MG,Vargem Grande do Rio Pardo,Interior,5/2024,765,0,7,0
COVID19Casos,MG,Varginha,Interior,5/2024,37723,11,456,0
COVID19Casos,MG,Varjão de Minas,Interior,5/2024,1638,0,17,0
COVID19Casos,MG,Várzea da Palma,Interior,5/2024,7407,0,99,0
COVID19Casos,MG,Varzelândia,Interior,5/2024,1110,0,37,0
COVID19Casos,MG,Vazante,Interior,5/2024,5562,3,74,0
COVID19Casos,MG,Verdelândia,Interior,5/2024,794,0,9,0
COVID19Casos,MG,Veredinha,Interior,5/2024,655,0,2,0
COVID19Casos,MG,Veríssimo,Interior,5/2024,966,2,11,0
COVID19Casos,MG,Vermelho Novo,Interior,5/2024,526,1,14,0
COVID19Casos,MG,Vespasiano,Reg. Metropolitana,5/2024,12304,2,247,0
COVID19Casos,MG,Viçosa,Interior,5/2024,20271,7,172,2
COVID19Casos,MG,Vieiras,Interior,5/2024,694,0,7,0
COVID19Casos,MG,Virgem da Lapa,Interior,5/2024,1185,0,11,0
COVID19Casos,MG,Virgínia,Interior,5/2024,1881,0,13,0
COVID19Casos,MG,Virginópolis,Interior,5/2024,1535,0,14,0
COVID19Casos,MG,Virgolândia,Interior,5/2024,855,0,14,0
COVID19Casos,MG,Visconde do Rio Branco,Interior,5/2024,8878,3,142,0
COVID19Casos,MG,Volta Grande,Interior,5/2024,1461,0,17,0
COVID19Casos,MG,Wenceslau Braz,Interior,5/2024,628,0,8,0
COVID19Casos,MS,Água Clara,Interior,5/2024,5690,17,72,0
COVID19Casos,MS,Alcinópolis,Interior,5/2024,1041,0,15,0
COVID19Casos,MS,Amambai,Interior,5/2024,6792,9,103,0
COVID19Casos,MS,Anastácio,Interior,5/2024,3747,0,97,0
COVID19Casos,MS,Anaurilândia,Interior,5/2024,1536,0,19,0
COVID19Casos,MS,Angélica,Interior,5/2024,2450,0,27,0
COVID19Casos,MS,Antônio João,Interior,5/2024,1480,2,21,0
COVID19Casos,MS,Aparecida do Taboado,Interior,5/2024,7185,6,76,0
COVID19Casos,MS,Aquidauana,Interior,5/2024,8583,7,183,0
COVID19Casos,MS,Aral Moreira,Interior,5/2024,589,0,23,0
COVID19Casos,MS,Bandeirantes,Interior,5/2024,833,0,12,0
COVID19Casos,MS,Bataguassu,Interior,5/2024,4619,0,59,0
COVID19Casos,MS,Batayporã,Interior,5/2024,1979,0,36,0
COVID19Casos,MS,Bela Vista,Interior,5/2024,3182,1,47,0
COVID19Casos,MS,Bodoquena,Interior,5/2024,1021,0,25,0
COVID19Casos,MS,Bonito,Interior,5/2024,5906,12,83,0
COVID19Casos,MS,Brasilândia,Interior,5/2024,2521,0,28,0
COVID19Casos,MS,Caarapó,Interior,5/2024,7182,4,68,0
COVID19Casos,MS,Camapuã,Interior,5/2024,2143,0,39,0
COVID19Casos,MS,Campo Grande,Reg. Metropolitana,5/2024,219141,231,4742,0
COVID19Casos,MS,Caracol,Interior,5/2024,1020,1,15,0
COVID19Casos,MS,Cassilândia,Interior,5/2024,5934,0,114,0
COVID19Casos,MS,Chapadão do Sul,Interior,5/2024,9365,37,82,0
COVID19Casos,MS,Corguinho,Interior,5/2024,576,3,13,0
COVID19Casos,MS,Coronel Sapucaia,Interior,5/2024,1866,0,47,0
COVID19Casos,MS,Corumbá,Interior,5/2024,22848,9,529,0
COVID19Casos,MS,Costa Rica,Interior,5/2024,7639,47,86,0
COVID19Casos,MS,Coxim,Interior,5/2024,8277,20,133,1
COVID19Casos,MS,Deodápolis,Interior,5/2024,3986,18,48,0
COVID19Casos,MS,Dois Irmãos do Buriti,Interior,5/2024,1901,9,34,0
COVID19Casos,MS,Douradina,Interior,5/2024,1495,0,15,0
COVID19Casos,MS,Dourados,Interior,5/2024,57150,19,774,1
COVID19Casos,MS,Eldorado,Interior,5/2024,2075,0,56,0
COVID19Casos,MS,Fátima do Sul,Interior,5/2024,5264,0,81,0
COVID19Casos,MS,Figueirão,Interior,5/2024,553,0,7,0
COVID19Casos,MS,Glória de Dourados,Interior,5/2024,2380,0,31,0
COVID19Casos,MS,Guia Lopes da Laguna,Interior,5/2024,1876,7,41,0
COVID19Casos,MS,Iguatemi,Interior,5/2024,1561,3,19,0
COVID19Casos,MS,Inocência,Interior,5/2024,2094,0,13,0
COVID19Casos,MS,Itaporã,Interior,5/2024,4036,0,56,0
COVID19Casos,MS,Itaquiraí,Interior,5/2024,3565,2,55,0
COVID19Casos,MS,Ivinhema,Interior,5/2024,8729,5,84,0
COVID19Casos,MS,Japorã,Interior,5/2024,231,0,12,0
COVID19Casos,MS,Jaraguari,Interior,5/2024,673,3,11,0
COVID19Casos,MS,Jardim,Interior,5/2024,5123,12,94,0
COVID19Casos,MS,Jateí,Interior,5/2024,558,0,8,0
COVID19Casos,MS,Juti,Interior,5/2024,1107,1,14,0
COVID19Casos,MS,Ladário,Interior,5/2024,4366,29,74,0
COVID19Casos,MS,Laguna Carapã,Interior,5/2024,1391,1,14,0
COVID19Casos,MS,Maracaju,Interior,5/2024,12851,10,126,0
COVID19Casos,MS,Miranda,Interior,5/2024,4594,9,108,0
COVID19Casos,MS,Mundo Novo,Interior,5/2024,5189,1,49,0
COVID19Casos,MS,Naviraí,Interior,5/2024,14730,48,281,0
COVID19Casos,MS,Nioaque,Interior,5/2024,2154,0,29,0
COVID19Casos,MS,Nova Alvorada do Sul,Interior,5/2024,4434,0,50,0
COVID19Casos,MS,Nova Andradina,Interior,5/2024,8695,8,126,0
COVID19Casos,MS,Novo Horizonte do Sul,Interior,5/2024,841,3,14,0
COVID19Casos,MS,Paraíso das Águas,Interior,5/2024,1345,2,17,0
COVID19Casos,MS,Paranaíba,Interior,5/2024,8942,10,185,0
COVID19Casos,MS,Paranhos,Interior,5/2024,1248,0,25,0
COVID19Casos,MS,Pedro Gomes,Interior,5/2024,1448,3,22,0
COVID19Casos,MS,Ponta Porã,Interior,5/2024,16503,15,408,0
COVID19Casos,MS,Porto Murtinho,Interior,5/2024,2352,1,41,0
COVID19Casos,MS,Ribas do Rio Pardo,Interior,5/2024,5693,0,73,0
COVID19Casos,MS,Rio Brilhante,Interior,5/2024,7732,26,96,0
COVID19Casos,MS,Rio Negro,Interior,5/2024,1207,1,12,0
COVID19Casos,MS,Rio Verde de Mato Grosso,Interior,5/2024,4001,5,87,0
COVID19Casos,MS,Rochedo,Interior,5/2024,873,0,13,0
COVID19Casos,MS,Santa Rita do Pardo,Interior,5/2024,2021,9,15,0
COVID19Casos,MS,São Gabriel do Oeste,Interior,5/2024,6174,17,100,1
COVID19Casos,MS,Selvíria,Interior,5/2024,1042,9,21,0
COVID19Casos,MS,Sete Quedas,Interior,5/2024,1791,0,26,0
COVID19Casos,MS,Sidrolândia,Interior,5/2024,9821,22,178,0
COVID19Casos,MS,Sonora,Interior,5/2024,3251,3,44,0
COVID19Casos,MS,Tacuru,Interior,5/2024,1613,2,19,0
COVID19Casos,MS,Taquarussu,Interior,5/2024,598,1,8,0
COVID19Casos,MS,Terenos,Interior,5/2024,3341,3,86,0
COVID19Casos,MS,Três Lagoas,Interior,5/2024,33732,11,567,0
COVID19Casos,MS,Vicentina,Interior,5/2024,2024,0,35,0
COVID19Casos,MT,,Interior,5/2024,0,0,0,0
COVID19Casos,MT,Acorizal,Reg. Metropolitana,5/2024,1714,5,24,0
COVID19Casos,MT,Água Boa,Interior,5/2024,6424,44,106,1
COVID19Casos,MT,Alta Floresta,Interior,5/2024,18699,56,194,0
COVID19Casos,MT,Alto Araguaia,Interior,5/2024,3492,7,36,0
COVID19Casos,MT,Alto Boa Vista,Interior,5/2024,1800,25,20,0
COVID19Casos,MT,Alto Garças,Interior,5/2024,1464,0,47,0
COVID19Casos,MT,Alto Paraguai,Interior,5/2024,1113,20,32,0
COVID19Casos,MT,Alto Taquari,Interior,5/2024,1748,0,31,0
COVID19Casos,MT,Apiacás,Interior,5/2024,3662,4,20,0
COVID19Casos,MT,Araguaiana,Interior,5/2024,706,5,9,0
COVID19Casos,MT,Araguainha,Interior,5/2024,101,12,2,0
COVID19Casos,MT,Araputanga,Interior,5/2024,5155,17,60,0
COVID19Casos,MT,Arenápolis,Interior,5/2024,3403,11,44,0
COVID19Casos,MT,Aripuanã,Interior,5/2024,6605,2,60,0
COVID19Casos,MT,Barão de Melgaço,Interior,5/2024,1311,8,19,0
COVID19Casos,MT,Barra do Bugres,Interior,5/2024,9088,78,106,0
COVID19Casos,MT,Barra do Garças,Interior,5/2024,18670,69,411,0
COVID19Casos,MT,Bom Jesus do Araguaia,Interior,5/2024,1146,3,17,0
COVID19Casos,MT,Brasnorte,Interior,5/2024,3906,5,45,0
COVID19Casos,MT,Cáceres,Interior,5/2024,22980,134,496,0
COVID19Casos,MT,Campinápolis,Interior,5/2024,3329,3,55,0
COVID19Casos,MT,Campo Novo do Parecis,Interior,5/2024,12630,27,106,0
COVID19Casos,MT,Campo Verde,Interior,5/2024,10464,25,157,1
COVID19Casos,MT,Campos de Júlio,Interior,5/2024,1775,0,15,0
COVID19Casos,MT,Canabrava do Norte,Interior,5/2024,1131,11,15,0
COVID19Casos,MT,Canarana,Interior,5/2024,7348,8,86,0
COVID19Casos,MT,Carlinda,Interior,5/2024,3871,0,38,0
COVID19Casos,MT,Castanheira,Interior,5/2024,1967,9,31,0
COVID19Casos,MT,Chapada dos Guimarães,Reg. Metropolitana,5/2024,2708,40,102,0
COVID19Casos,MT,Cláudia,Interior,5/2024,3820,18,49,0
COVID19Casos,MT,Cocalinho,Interior,5/2024,2081,13,18,0
COVID19Casos,MT,Colíder,Interior,5/2024,13185,36,169,0
COVID19Casos,MT,Colniza,Interior,5/2024,5696,30,96,0
COVID19Casos,MT,Comodoro,Interior,5/2024,4032,2,46,0
COVID19Casos,MT,Confresa,Interior,5/2024,6554,19,121,0
COVID19Casos,MT,"Conquista D'Oeste",Interior,5/2024,1276,7,20,0
COVID19Casos,MT,Cotriguaçu,Interior,5/2024,2195,0,40,0
COVID19Casos,MT,Cuiabá,Reg. Metropolitana,5/2024,155287,373,3755,1
COVID19Casos,MT,Curvelândia,Interior,5/2024,1255,5,20,0
COVID19Casos,MT,Denise,Interior,5/2024,1358,0,21,0
COVID19Casos,MT,Diamantino,Interior,5/2024,6201,68,74,0
COVID19Casos,MT,Dom Aquino,Interior,5/2024,1577,6,32,0
COVID19Casos,MT,Feliz Natal,Interior,5/2024,4100,13,36,0
COVID19Casos,MT,"Figueirópolis D'Oeste",Interior,5/2024,878,0,9,0
COVID19Casos,MT,Gaúcha do Norte,Interior,5/2024,2438,5,31,0
COVID19Casos,MT,General Carneiro,Interior,5/2024,1262,3,25,0
COVID19Casos,MT,"Glória D'Oeste",Interior,5/2024,800,0,16,0
COVID19Casos,MT,Guarantã do Norte,Interior,5/2024,9106,21,148,0
COVID19Casos,MT,Guiratinga,Interior,5/2024,2819,9,42,0
COVID19Casos,MT,Indiavaí,Interior,5/2024,948,1,14,0
COVID19Casos,MT,Ipiranga do Norte,Interior,5/2024,2554,7,23,0
COVID19Casos,MT,Itanhangá,Interior,5/2024,2830,0,17,0
COVID19Casos,MT,Itaúba,Interior,5/2024,1839,4,33,0
COVID19Casos,MT,Itiquira,Interior,5/2024,2004,0,19,0
COVID19Casos,MT,Jaciara,Interior,5/2024,5046,0,126,0
COVID19Casos,MT,Jangada,Interior,5/2024,966,1,28,0
COVID19Casos,MT,Jauru,Interior,5/2024,1711,1,40,0
COVID19Casos,MT,Juara,Interior,5/2024,7707,48,107,0
COVID19Casos,MT,Juína,Interior,5/2024,6897,6,163,0
COVID19Casos,MT,Juruena,Interior,5/2024,2756,1,41,0
COVID19Casos,MT,Juscimeira,Interior,5/2024,2601,18,53,0
COVID19Casos,MT,"Lambari D'Oeste",Interior,5/2024,1232,0,17,0
COVID19Casos,MT,Lucas do Rio Verde,Interior,5/2024,30154,163,226,0
COVID19Casos,MT,Luciara,Interior,5/2024,686,7,7,0
COVID19Casos,MT,Marcelândia,Interior,5/2024,2430,1,49,0
COVID19Casos,MT,Matupá,Interior,5/2024,5883,16,64,0
COVID19Casos,MT,"Mirassol d'Oeste",Interior,5/2024,9222,25,160,0
COVID19Casos,MT,Nobres,Interior,5/2024,4136,11,80,1
COVID19Casos,MT,Nortelândia,Interior,5/2024,1682,13,29,0
COVID19Casos,MT,Nossa Senhora do Livramento,Reg. Metropolitana,5/2024,2105,2,46,0
COVID19Casos,MT,Nova Bandeirantes,Interior,5/2024,1897,11,31,0
COVID19Casos,MT,Nova Brasilândia,Interior,5/2024,801,0,10,0
COVID19Casos,MT,Nova Canaã do Norte,Interior,5/2024,4501,6,41,0
COVID19Casos,MT,Nova Guarita,Interior,5/2024,1953,9,19,0
COVID19Casos,MT,Nova Lacerda,Interior,5/2024,2314,12,17,0
COVID19Casos,MT,Nova Marilândia,Interior,5/2024,967,4,8,0
COVID19Casos,MT,Nova Maringá,Interior,5/2024,1718,4,11,0
COVID19Casos,MT,Nova Monte Verde,Interior,5/2024,3241,9,24,0
COVID19Casos,MT,Nova Mutum,Interior,5/2024,16686,51,160,0
COVID19Casos,MT,Nova Nazaré,Interior,5/2024,500,0,9,0
COVID19Casos,MT,Nova Olímpia,Interior,5/2024,1806,1,80,0
COVID19Casos,MT,Nova Santa Helena,Interior,5/2024,716,3,17,0
COVID19Casos,MT,Nova Ubiratã,Interior,5/2024,2696,5,30,0
COVID19Casos,MT,Nova Xavantina,Interior,5/2024,6525,39,83,0
COVID19Casos,MT,Novo Horizonte do Norte,Interior,5/2024,1493,9,9,0
COVID19Casos,MT,Novo Mundo,Interior,5/2024,2161,0,26,0
COVID19Casos,MT,Novo Santo Antônio,Interior,5/2024,952,4,6,0
COVID19Casos,MT,Novo São Joaquim,Interior,5/2024,1474,1,24,0
COVID19Casos,MT,Paranaíta,Interior,5/2024,5718,11,39,0
